epoch,acc,loss,val_acc,val_loss
0,0.048330745341614904,3.2931956076844138,0.04958100558659218,2.9958176246568478
1,0.04764965557388183,3.1172386704979043,0.04993016759776536,2.995752794116569
2,0.759280376552795,0.826211459528704,0.38093575418994413,2.8664706326063785
3,0.994675948384593,0.025690987600024726,0.4408170391061452,3.0968861140352386
4,0.9954616056693525,0.01814138232636132,0.4401187150837989,3.2783716953874635
5,0.9959250994469778,0.014442099688789095,0.4205656424581006,3.5473616406238277
6,0.9964576863354038,0.012189110351593107,0.43924581005586594,3.9565091755803072
7,0.9958147321428571,0.013377959507496392,0.3947276536312849,4.526771149488801
8,0.9973076549917532,0.00956716159140925,0.44622905027932963,3.911936363944128
9,0.9970157220496895,0.009636889677416384,0.4553072625698324,4.588328927006136
