epoch,acc,loss,val_acc,val_loss
0,0.8843868244882119,0.3959094162010377,0.3994413407821229,4.472088782647469
1,0.9890455163043478,0.03376294825957076,0.464909217877095,3.7176826439756256
2,0.9927334045031055,0.02179180437263571,0.4752094972067039,5.2297155369260455
3,0.9936814786067721,0.019277536925599505,0.4907472067039106,3.862281259211748
4,0.9930730784161491,0.021155784189160715,0.5151885474860335,4.570943414665467
5,0.9928547166149069,0.02207382863028258,0.4303421787709497,4.109186723745069
6,0.9940799689440993,0.0174376330179968,0.5204259776536313,3.9208948877770142
7,0.9954399922382846,0.014840844685320556,0.46368715083798884,4.73905514959017
8,0.9958875194099379,0.013491543527062395,0.48428770949720673,4.02280147406975
9,0.9955235830745341,0.014489049821416307,0.5392807262569832,3.884393247479167
